task,stage,model_family,family,specification,model_id,representation,quantile,cohort,origin,fold,n_train,n_evaluation,train_order_id_sha256,evaluation_order_id_sha256,test_order_id_sha256,parameters_json,numeric_features_json,categorical_features_json,ordered_feature_sha256,fitted_model_sha256,model_hash_type,best_iteration,source_model_frame_sha256,direct_config_sha256
breach,terminal_stress,logistic_l2,logistic_l2,DP0,DP0,full,,2018-07_to_2018-08,2018-07-01 00:00:00,,77042,12507,e73540474ec6855edce69e653de4308b8698a9f02ea90c2965cda18c17969dab,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,fee8ab1ae9a244cb0c525f82ee602b68ef6a3c66de53e3ad47589945ae0f511e,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,terminal_stress,logistic_l2,logistic_l2,DPB,DPB,full,,2018-07_to_2018-08,2018-07-01 00:00:00,,77042,12507,e73540474ec6855edce69e653de4308b8698a9f02ea90c2965cda18c17969dab,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,eec7f8ac345c6f37de531c843742bd3932f3ee53b8cbc0c0d410357008699278,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,terminal_stress,logistic_l2,logistic_l2,DPG,DPG,full,,2018-07_to_2018-08,2018-07-01 00:00:00,,77042,12507,e73540474ec6855edce69e653de4308b8698a9f02ea90c2965cda18c17969dab,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,terminal_stress,logistic_l2,logistic_l2,DPS,DPS,full,,2018-07_to_2018-08,2018-07-01 00:00:00,,77042,12507,e73540474ec6855edce69e653de4308b8698a9f02ea90c2965cda18c17969dab,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,"{""C"":10.0,""class_weight"":null,""max_iter"":1000,""penalty"":""l2"",""random_state"":20260823,""solver"":""liblinear""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,terminal_stress,xgboost,xgboost,DP0,DP0,full,,2018-07_to_2018-08,2018-07-01 00:00:00,,77042,12507,e73540474ec6855edce69e653de4308b8698a9f02ea90c2965cda18c17969dab,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,0369fd846a86e5b604a24c0304d916951ef795ef50024a387e8ed9feb3704702,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,terminal_stress,xgboost,xgboost,DPB,DPB,full,,2018-07_to_2018-08,2018-07-01 00:00:00,,77042,12507,e73540474ec6855edce69e653de4308b8698a9f02ea90c2965cda18c17969dab,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],a0454aa702bc9350c7e026aecaf277c55a2b1f3ba8cdb7fc41bd7869195f33b0,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,terminal_stress,xgboost,xgboost,DPG,DPG,full,,2018-07_to_2018-08,2018-07-01 00:00:00,,77042,12507,e73540474ec6855edce69e653de4308b8698a9f02ea90c2965cda18c17969dab,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R1_log1p_support"",""R1_cold_start"",""R1_posterior_se"",""R1_freshness_days"",""R2_score"",""R2_log1p_support"",""R2_cold_start"",""R2_posterior_se"",""R2_freshness_days""]",[],55592a9c7809091ef26b0d7746c6992457e035aec9ee88f8469c73ec59a57b49,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
breach,terminal_stress,xgboost,xgboost,DPS,DPS,full,,2018-07_to_2018-08,2018-07-01 00:00:00,,77042,12507,e73540474ec6855edce69e653de4308b8698a9f02ea90c2965cda18c17969dab,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S1_log1p_support"",""S1_cold_start"",""S1_posterior_se"",""S1_freshness_days"",""S2_score"",""S2_log1p_support"",""S2_cold_start"",""S2_posterior_se"",""S2_freshness_days""]",[],94151faa7df685010a340beef27998ed0590545d3c929a0e725a31e63da5100f,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,development_fold_1,2017-07-01,1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,92850e3bfd3bcc45428af3a37aaf9e4756e0b32ae1cf724f792633e821c7bff5,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,development_fold_1,2017-07-01,1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"{""alpha"":0.001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,7986d372c877839b697f49d6cf7db7c8d9e22b44996c581813b4c64388a45c2c,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,development_fold_1,2017-07-01,1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,7e73bbb4ca3c5cbc0d2d584fd8a35f03243bae9095afbda7dce0a627d2239898,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,development_fold_1,2017-07-01,1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,fadf8470589b7d464d8cff9e77dc4913ec41ed2ca3620fffaef20a51911ba795,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,development_fold_1,2017-07-01,1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"{""alpha"":0.001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,84ae59198eee3df59175e0b0cf9452edd7eb3fbd827bc6d1b03b3f23a47e628e,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,development_fold_1,2017-07-01,1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,e6df700e073ba7a5b79bcc7de0b1ec7096c900925d7716518567699105ec5f51,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,development_fold_1,2017-07-01,1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,0d56b96c6126064003456f7c06f60deb86d717dbee28ef7f2e2949ea71b27ffe,sha256_pickle_protocol_5_fitted_wrapper,0,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,development_fold_1,2017-07-01,1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,437460aa906e7d8209ba5f5b8afe63768c56ac311b31fcc150a08617762034e8,sha256_pickle_protocol_5_fitted_wrapper,11,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,development_fold_2,2017-09-01,2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,998298e32fd9b0bb25a995646db63a1beab746694c3751381caa9dd0051203c0,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,development_fold_2,2017-09-01,2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"{""alpha"":0.001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,499dab7632d25144e1fc12257d3fd11417049c7d7ca872c69ee6e57b3a592bf0,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,development_fold_2,2017-09-01,2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,3624a64ede2f61b549f9ee291f4e1c123ecc0990d020600f92c73609c3a63394,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,development_fold_2,2017-09-01,2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,687bcf69c8157ff5764cd56baa78f1db28b41011aa0e60a24837a83ce0ae8367,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,development_fold_2,2017-09-01,2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"{""alpha"":0.001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,9f84a7580a061df0e7e00e1754096b1c61e6f14b5ac6ffc064bdb6efc9331388,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,development_fold_2,2017-09-01,2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,e8e6ad419d59e006cdf21faa9c38845c154587c41d646fcc68a02279509cafc1,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,development_fold_2,2017-09-01,2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,940a7459b71fbd810f03a36a116af845b8c4e22960df1c7fe6fc258904dc94dc,sha256_pickle_protocol_5_fitted_wrapper,0,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,development_fold_2,2017-09-01,2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,d02fd953075fc19501b83fb1f54510f6b67d86289318f52f1fcd46eae127c1c2,sha256_pickle_protocol_5_fitted_wrapper,0,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,development_fold_3,2017-11-01,3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,96b30ace8f889727bbf65bb6e69a95d0b5d1befea68cee3541e2501e44d470cb,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,development_fold_3,2017-11-01,3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"{""alpha"":0.001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,29931ec7685f7e88e4138340e63c8f00ac4c7bc5354323275194d87064b098d5,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,development_fold_3,2017-11-01,3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,ed38b169b71ea6bfac0083b91bcd3d1aabe48c9360d5cbe6c0c36870544fd7c2,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,development_fold_3,2017-11-01,3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days""]",[],66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,1937bb436706a26b64c71f236da20d5089167bc8d2de77e7e8b6660adbba4e4b,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
